"chr","start","end","Level"
"chr3",440000,540000,3
"chr3",920000,1030000,3
"chr3",1020000,1160000,3
"chr3",1250000,1350000,3
"chr3",1490000,1590000,3
"chr3",1580000,1690000,3
"chr3",2190000,2300000,3
"chr3",2290000,2400000,3
"chr3",2670000,2770000,3
"chr3",3780000,3880000,3
"chr3",3870000,3970000,3
"chr3",4250000,4350000,3
"chr3",4340000,4440000,3
"chr3",5130000,5240000,3
"chr3",5300000,5400000,3
"chr3",6470000,6580000,3
"chr3",6910000,7010000,3
"chr3",7080000,7190000,3
"chr3",7990000,8090000,3
"chr3",8160000,8260000,3
"chr3",8930000,9030000,3
"chr3",9020000,9130000,3
"chr3",9370000,9470000,3
"chr3",9540000,9640000,3
"chr3",9660000,9770000,3
"chr3",10630000,10730000,3
"chr3",11070000,11170000,3
"chr3",12200000,12310000,3
"chr3",12860000,12960000,3
"chr3",13130000,13240000,3
"chr3",13560000,13670000,3
"chr3",13990000,14090000,3
"chr3",14310000,14420000,3
"chr3",14540000,14640000,3
"chr3",14630000,14740000,3
"chr3",15000000,15100000,3
"chr3",15090000,15190000,3
"chr3",15700000,15810000,3
"chr3",15890000,15990000,3
"chr3",17490000,17600000,3
"chr3",17810000,17920000,3
"chr3",18520000,18620000,3
"chr3",18850000,18960000,3
"chr3",19520000,19630000,3
"chr3",20950000,21060000,3
"chr3",21420000,21520000,3
"chr3",22150000,22260000,3
"chr3",22870000,22980000,3
"chr3",23020000,23130000,3
"chr3",23530000,23640000,3
"chr3",23670000,23780000,3
"chr3",23770000,23870000,3
"chr3",23860000,23960000,3
"chr3",24820000,24920000,3
"chr3",25150000,25260000,3
"chr3",25320000,25430000,3
"chr3",25430000,25550000,3
"chr3",25770000,25870000,3
"chr3",25920000,26030000,3
"chr3",26080000,26180000,3
"chr3",26320000,26420000,3
"chr3",26940000,27040000,3
"chr3",28200000,28300000,3
"chr3",28450000,28550000,3
"chr3",31050000,31150000,3
"chr3",31580000,31690000,3
"chr3",33590000,33700000,3
"chr3",34740000,34850000,3
"chr3",35630000,35740000,3
"chr3",35730000,35830000,3
"chr3",35970000,36070000,3
"chr3",36400000,36510000,3
"chr3",36940000,37050000,3
"chr3",38180000,38290000,3
"chr3",38490000,38590000,3
"chr3",38580000,38680000,3
"chr3",38670000,38770000,3
"chr3",38950000,39060000,3
"chr3",39050000,39150000,3
"chr3",39200000,39300000,3
"chr3",39290000,39400000,3
"chr3",39520000,39620000,3
"chr3",39700000,39800000,3
"chr3",39790000,39900000,3
"chr3",39890000,39990000,3
"chr3",40310000,40420000,3
"chr3",40460000,40570000,3
"chr3",40630000,40740000,3
"chr3",41510000,41610000,3
"chr3",42280000,42380000,3
"chr3",42370000,42480000,3
"chr3",43240000,43340000,3
"chr3",43410000,43520000,3
"chr3",43800000,43900000,3
"chr3",44640000,44740000,3
"chr3",46530000,46630000,3
"chr3",47230000,47330000,3
"chr3",47380000,47480000,3
"chr3",47470000,47580000,3
"chr3",47570000,47680000,3
"chr3",47670000,47780000,3
"chr3",47840000,47950000,3
"chr3",48090000,48200000,3
"chr3",48190000,48300000,3
"chr3",48290000,48390000,3
"chr3",52790000,52890000,3
"chr3",52880000,52990000,3
"chr3",53700000,53800000,3
"chr3",53860000,53970000,3
"chr3",53960000,54070000,3
"chr3",55100000,55200000,3
"chr3",55680000,55780000,3
"chr3",56040000,56140000,3
"chr3",56530000,56640000,3
"chr3",56630000,56730000,3
"chr3",56720000,56820000,3
"chr3",57170000,57270000,3
"chr3",57260000,57370000,3
"chr3",58170000,58270000,3
"chr3",58870000,58970000,3
"chr3",59110000,59210000,3
"chr3",59330000,59430000,3
"chr3",59420000,59520000,3
"chr3",61050000,61180000,3
"chr3",61170000,61310000,3
"chr3",62920000,63020000,3
"chr3",63010000,63110000,3
"chr3",64050000,64160000,3
"chr3",64230000,64330000,3
"chr3",64320000,64420000,3
"chr3",64410000,64520000,3
"chr3",64510000,64610000,3
"chr3",64950000,65060000,3
"chr3",65050000,65150000,3
"chr3",65360000,65460000,3
"chr3",65580000,65680000,3
"chr3",65830000,65930000,3
"chr3",67000000,67100000,3
"chr3",67090000,67200000,3
"chr3",67760000,67870000,3
"chr3",67860000,67970000,3
"chr3",68050000,68160000,3
"chr3",68150000,68260000,3
"chr3",68410000,68520000,3
"chr3",68850000,68960000,3
"chr3",68950000,69060000,3
"chr3",69050000,69150000,3
"chr3",69750000,69850000,3
"chr3",70380000,70490000,3
"chr3",71240000,71340000,3
"chr3",71450000,71560000,3
"chr3",71550000,71660000,3
"chr3",71710000,71820000,3
"chr3",72000000,72100000,3
"chr3",72980000,73080000,3
"chr3",73460000,73570000,3
"chr3",73670000,73770000,3
"chr3",73930000,74030000,3
"chr3",74200000,74300000,3
"chr3",74350000,74450000,3
"chr3",74440000,74540000,3
"chr3",74530000,74640000,3
"chr3",75190000,75300000,3
"chr3",76220000,76320000,3
"chr3",76310000,76410000,3
"chr3",76400000,76500000,3
"chr3",76490000,76590000,3
"chr3",77070000,77170000,3
"chr3",77430000,77540000,3
