"chr","start","end","Level"
"chr3",90000,200000,3
"chr3",920000,1020000,3
"chr3",1200000,1310000,3
"chr3",2170000,2270000,3
"chr3",2260000,2360000,3
"chr3",2410000,2510000,3
"chr3",2550000,2660000,3
"chr3",2650000,2760000,3
"chr3",3380000,3480000,3
"chr3",3470000,3580000,3
"chr3",4110000,4210000,3
"chr3",4980000,5080000,3
"chr3",5500000,5600000,3
"chr3",5670000,5780000,3
"chr3",6350000,6460000,3
"chr3",6870000,6980000,3
"chr3",7090000,7200000,3
"chr3",8080000,8180000,3
"chr3",8590000,8690000,3
"chr3",10460000,10560000,3
"chr3",10760000,10870000,3
"chr3",11380000,11480000,3
"chr3",11520000,11630000,3
"chr3",12580000,12690000,3
"chr3",13750000,13860000,3
"chr3",14730000,14830000,3
"chr3",16780000,16890000,3
"chr3",16940000,17050000,3
"chr3",17040000,17150000,3
"chr3",17210000,17340000,3
"chr3",17850000,17950000,3
"chr3",18390000,18490000,3
"chr3",18480000,18580000,3
"chr3",19510000,19620000,3
"chr3",21120000,21230000,3
"chr3",21220000,21350000,3
"chr3",21470000,21580000,3
"chr3",22060000,22160000,3
"chr3",23480000,23580000,3
"chr3",23810000,23910000,3
"chr3",24380000,24480000,3
"chr3",24470000,24580000,3
"chr3",25020000,25130000,3
"chr3",25230000,25330000,3
"chr3",25770000,25870000,3
"chr3",27320000,27420000,3
"chr3",27720000,27820000,3
"chr3",29820000,29920000,3
"chr3",31540000,31650000,3
"chr3",32240000,32340000,3
"chr3",32500000,32600000,3
"chr3",32710000,32810000,3
"chr3",33010000,33110000,3
"chr3",33770000,33870000,3
"chr3",34660000,34770000,3
"chr3",34810000,34910000,3
"chr3",35090000,35190000,3
"chr3",35290000,35390000,3
"chr3",35430000,35530000,3
"chr3",35520000,35620000,3
"chr3",35770000,35880000,3
"chr3",36060000,36170000,3
"chr3",36320000,36420000,3
"chr3",36410000,36520000,3
"chr3",37160000,37260000,3
"chr3",37740000,37850000,3
"chr3",38100000,38200000,3
"chr3",38190000,38290000,3
"chr3",38280000,38380000,3
"chr3",39370000,39470000,3
"chr3",39850000,39960000,3
"chr3",40680000,40780000,3
"chr3",41260000,41370000,3
"chr3",41750000,41860000,3
"chr3",41850000,41960000,3
"chr3",44000000,44110000,3
"chr3",44660000,44760000,3
"chr3",45430000,45530000,3
"chr3",45700000,45810000,3
"chr3",45800000,45910000,3
"chr3",45960000,46070000,3
"chr3",46060000,46170000,3
"chr3",49940000,50040000,3
"chr3",50790000,50900000,3
"chr3",50950000,51050000,3
"chr3",51040000,51150000,3
"chr3",51260000,51360000,3
"chr3",51860000,51970000,3
"chr3",52080000,52180000,3
"chr3",52470000,52570000,3
"chr3",53000000,53110000,3
"chr3",53290000,53390000,3
"chr3",53530000,53630000,3
"chr3",53620000,53730000,3
"chr3",53720000,53820000,3
"chr3",53820000,53950000,3
"chr3",53940000,54060000,3
"chr3",54050000,54160000,3
"chr3",54610000,54720000,3
"chr3",55410000,55520000,3
"chr3",55870000,55970000,3
"chr3",56110000,56210000,3
"chr3",56380000,56490000,3
"chr3",56480000,56580000,3
"chr3",57380000,57490000,3
"chr3",57790000,57900000,3
"chr3",58480000,58590000,3
"chr3",58800000,58910000,3
"chr3",60140000,60250000,3
"chr3",60860000,60970000,3
"chr3",60960000,61060000,3
"chr3",62090000,62190000,3
"chr3",63260000,63370000,3
"chr3",63360000,63460000,3
"chr3",63520000,63630000,3
"chr3",63920000,64030000,3
"chr3",64510000,64610000,3
"chr3",64780000,64880000,3
"chr3",64920000,65030000,3
"chr3",66160000,66270000,3
"chr3",66260000,66370000,3
"chr3",66440000,66550000,3
"chr3",66540000,66640000,3
"chr3",67160000,67260000,3
"chr3",67760000,67860000,3
"chr3",68300000,68400000,3
"chr3",68670000,68870000,3
"chr3",70970000,71070000,3
"chr3",71060000,71170000,3
"chr3",71300000,71410000,3
"chr3",71660000,71770000,3
"chr3",71820000,71920000,3
"chr3",72110000,72220000,3
"chr3",72510000,72620000,3
"chr3",73000000,73100000,3
"chr3",73090000,73200000,3
"chr3",73330000,73440000,3
"chr3",74350000,74460000,3
"chr3",74530000,74640000,3
"chr3",74710000,74810000,3
"chr3",74800000,74900000,3
"chr3",74890000,75000000,3
"chr3",75180000,75280000,3
"chr3",75470000,75580000,3
"chr3",75700000,75800000,3
"chr3",75790000,75890000,3
"chr3",76070000,76170000,3
"chr3",76160000,76270000,3
"chr3",76700000,76800000,3
"chr3",77070000,77170000,3
"chr3",77160000,77260000,3
"chr3",77670000,77770000,3
"chr3",77830000,77940000,3
"chr3",78180000,78290000,3
"chr3",78430000,78540000,3
"chr3",78530000,78640000,3
"chr3",78760000,78860000,3
"chr3",78990000,79100000,3
"chr3",79550000,79650000,3
"chr3",80000000,80100000,3
"chr3",80150000,80260000,3
"chr3",80720000,80820000,3
"chr3",81050000,81160000,3
"chr3",81470000,81570000,3
"chr3",81560000,81660000,3
"chr3",81730000,81830000,3
"chr3",83320000,83420000,3
"chr3",84600000,84710000,3
"chr3",85980000,86090000,3
"chr3",87340000,87450000,3
"chr3",88090000,88190000,3
"chr3",90150000,90250000,3
"chr3",90520000,90630000,3
"chr3",90680000,90780000,3
"chr3",90770000,90870000,3
"chr3",91380000,91480000,3
"chr3",92140000,92250000,3
"chr3",92240000,92350000,3
"chr3",92830000,92930000,3
"chr3",93660000,93770000,3
"chr3",93760000,93860000,3
"chr3",93850000,93960000,3
"chr3",94620000,94730000,3
"chr3",94890000,94990000,3
"chr3",94980000,95090000,3
"chr3",95680000,95790000,3
"chr3",96410000,96510000,3
"chr3",96500000,96600000,3
"chr3",96730000,96830000,3
"chr3",96880000,96980000,3
"chr3",96970000,97070000,3
"chr3",97880000,97990000,3
"chr3",98440000,98540000,3
"chr3",98980000,99080000,3
"chr3",99870000,99970000,3
"chr3",100480000,100580000,3
"chr3",100570000,100670000,3
"chr3",101230000,101330000,3
"chr3",102120000,102220000,3
"chr3",102600000,102710000,3
"chr3",103580000,103690000,3
"chr3",103790000,103890000,3
"chr3",104890000,105000000,3
"chr3",105280000,105380000,3
"chr3",105430000,105530000,3
"chr3",105980000,106090000,3
"chr3",106210000,106320000,3
"chr3",106720000,106830000,3
"chr3",106820000,106920000,3
"chr3",106910000,107020000,3
"chr3",107490000,107590000,3
"chr3",108650000,108760000,3
"chr3",108920000,109030000,3
"chr3",109020000,109120000,3
"chr3",109300000,109400000,3
"chr3",109650000,109760000,3
"chr3",109750000,109860000,3
"chr3",110300000,110410000,3
"chr3",110400000,110500000,3
"chr3",110800000,110900000,3
"chr3",111320000,111420000,3
"chr3",111490000,111590000,3
"chr3",111580000,111690000,3
"chr3",112330000,112430000,3
"chr3",113630000,113730000,3
"chr3",114240000,114340000,3
"chr3",114880000,114980000,3
"chr3",115160000,115270000,3
"chr3",115260000,115370000,3
"chr3",115470000,115570000,3
"chr3",116170000,116270000,3
"chr3",117490000,117590000,3
"chr3",117630000,117740000,3
"chr3",118320000,118420000,3
"chr3",118410000,118520000,3
"chr3",118510000,118610000,3
"chr3",119000000,119110000,3
"chr3",119640000,119740000,3
"chr3",119940000,120040000,3
"chr3",121530000,121650000,3
"chr3",121640000,121750000,3
"chr3",121740000,121850000,3
"chr3",122600000,122700000,3
"chr3",122860000,122960000,3
"chr3",123250000,123350000,3
"chr3",123650000,123750000,3
"chr3",123990000,124090000,3
"chr3",124080000,124190000,3
"chr3",124300000,124400000,3
"chr3",124570000,124670000,3
"chr3",124660000,124760000,3
"chr3",125510000,125610000,3
"chr3",125690000,125800000,3
"chr3",125790000,125890000,3
"chr3",126900000,127000000,3
"chr3",127070000,127170000,3
"chr3",127210000,127310000,3
"chr3",127830000,127930000,3
"chr3",127920000,128030000,3
"chr3",128380000,128490000,3
"chr3",128610000,128720000,3
"chr3",129100000,129210000,3
"chr3",129790000,129900000,3
"chr3",129890000,130000000,3
"chr3",130900000,131010000,3
"chr3",131310000,131410000,3
"chr3",131630000,131730000,3
"chr3",132590000,132690000,3
"chr3",134900000,135000000,3
"chr3",135680000,135780000,3
"chr3",136560000,136670000,3
"chr3",137090000,137190000,3
"chr3",137980000,138080000,3
"chr3",138170000,138270000,3
"chr3",139260000,139360000,3
"chr3",139350000,139450000,3
"chr3",139440000,139550000,3
"chr3",139540000,139640000,3
"chr3",141060000,141160000,3
"chr3",141260000,141360000,3
"chr3",141610000,141720000,3
"chr3",141710000,141820000,3
"chr3",142160000,142270000,3
"chr3",142300000,142400000,3
"chr3",142390000,142500000,3
"chr3",142790000,142900000,3
"chr3",143210000,143320000,3
"chr3",143360000,143470000,3
"chr3",143830000,143940000,3
"chr3",144970000,145070000,3
"chr3",145280000,145380000,3
"chr3",145420000,145520000,3
"chr3",145670000,145770000,3
"chr3",145820000,145930000,3
"chr3",146170000,146270000,3
"chr3",146260000,146360000,3
"chr3",146480000,146580000,3
"chr3",147320000,147420000,3
"chr3",147670000,147770000,3
"chr3",148110000,148210000,3
"chr3",148200000,148300000,3
"chr3",148290000,148390000,3
"chr3",149120000,149220000,3
"chr3",149640000,149750000,3
"chr3",149740000,149840000,3
"chr3",149940000,150050000,3
"chr3",150550000,150650000,3
"chr3",151630000,151740000,3
"chr3",151730000,151840000,3
"chr3",152780000,152890000,3
"chr3",153350000,153460000,3
"chr3",153910000,154010000,3
"chr3",154030000,154140000,3
"chr3",154320000,154430000,3
"chr3",154990000,155100000,3
"chr3",155760000,155860000,3
"chr3",155920000,156020000,3
"chr3",157500000,157610000,3
"chr3",158770000,158880000,3
"chr3",159010000,159110000,3
"chr3",159100000,159210000,3
"chr3",159500000,159600000,3
"chr3",159590000,159690000,3
"chr3",159680000,159790000,3
"chr3",159850000,159950000,3
"chr3",161200000,161310000,3
"chr3",162180000,162290000,3
"chr3",162280000,162380000,3
"chr3",162860000,162960000,3
"chr3",163940000,164040000,3
"chr3",164500000,164600000,3
"chr3",165360000,165460000,3
"chr3",165510000,165610000,3
"chr3",166060000,166170000,3
"chr3",166330000,166430000,3
"chr3",167260000,167360000,3
"chr3",167430000,167540000,3
"chr3",167700000,167810000,3
"chr3",168550000,168650000,3
"chr3",168640000,168740000,3
"chr3",171340000,171450000,3
"chr3",171620000,171720000,3
"chr3",171710000,171810000,3
"chr3",171910000,172010000,3
"chr3",172910000,173020000,3
"chr3",173850000,173950000,3
"chr3",174220000,174320000,3
"chr3",174870000,174970000,3
"chr3",174960000,175070000,3
"chr3",175060000,175160000,3
"chr3",175340000,175440000,3
"chr3",176090000,176190000,3
"chr3",177030000,177140000,3
"chr3",177130000,177240000,3
"chr3",177700000,177800000,3
"chr3",178690000,178790000,3
"chr3",179510000,180120000,3
"chr3",180110000,180710000,3
