"chr","start","end","Level"
"chr3",10000,110000,3
"chr3",520000,630000,3
"chr3",620000,720000,3
"chr3",710000,810000,3
"chr3",910000,1020000,3
"chr3",1370000,1480000,3
"chr3",1660000,1770000,3
"chr3",1900000,2000000,3
"chr3",2550000,2660000,3
"chr3",3420000,3530000,3
"chr3",3830000,3930000,3
"chr3",3990000,4090000,3
"chr3",4080000,4190000,3
"chr3",5340000,5440000,3
"chr3",5680000,5780000,3
"chr3",5830000,5940000,3
"chr3",6210000,6320000,3
"chr3",6390000,6490000,3
"chr3",6820000,6920000,3
"chr3",7350000,7450000,3
"chr3",7520000,7620000,3
"chr3",7730000,7840000,3
"chr3",9050000,9150000,3
"chr3",9600000,9710000,3
"chr3",9850000,9960000,3
"chr3",10270000,10370000,3
"chr3",10720000,10820000,3
"chr3",10870000,10980000,3
"chr3",11730000,11830000,3
"chr3",12220000,12320000,3
"chr3",12680000,12780000,3
"chr3",12890000,13000000,3
"chr3",13320000,13430000,3
"chr3",14170000,14270000,3
"chr3",14260000,14360000,3
"chr3",14630000,14740000,3
"chr3",14730000,14840000,3
"chr3",14830000,14930000,3
"chr3",14970000,15070000,3
"chr3",15670000,15780000,3
"chr3",16420000,16520000,3
"chr3",16510000,16610000,3
"chr3",16950000,17050000,3
"chr3",17090000,17190000,3
"chr3",17570000,17670000,3
"chr3",17740000,17840000,3
"chr3",17970000,18070000,3
"chr3",18060000,18160000,3
"chr3",18390000,18500000,3
"chr3",18790000,18890000,3
"chr3",19000000,19110000,3
"chr3",19100000,19210000,3
"chr3",19460000,19560000,3
"chr3",19700000,19800000,3
"chr3",20220000,20320000,3
"chr3",20550000,20650000,3
"chr3",21260000,21360000,3
"chr3",21480000,21580000,3
"chr3",21640000,21740000,3
"chr3",21920000,22030000,3
"chr3",22020000,22120000,3
"chr3",22560000,22670000,3
"chr3",22720000,22830000,3
"chr3",22970000,23070000,3
"chr3",23320000,23420000,3
"chr3",23590000,23700000,3
"chr3",23690000,23790000,3
"chr3",24620000,24720000,3
"chr3",24840000,24950000,3
"chr3",25900000,26000000,3
"chr3",26380000,26490000,3
"chr3",27540000,27640000,3
"chr3",28320000,28420000,3
"chr3",29180000,29290000,3
"chr3",29870000,29980000,3
"chr3",29970000,30070000,3
"chr3",31080000,31180000,3
"chr3",31350000,31460000,3
"chr3",31640000,31740000,3
"chr3",32030000,32130000,3
"chr3",32300000,32410000,3
"chr3",32400000,32510000,3
"chr3",32710000,32810000,3
"chr3",33350000,33450000,3
"chr3",33510000,33610000,3
"chr3",33600000,33710000,3
"chr3",33820000,33930000,3
"chr3",34050000,34150000,3
"chr3",34490000,34600000,3
"chr3",35660000,35770000,3
"chr3",35830000,35940000,3
"chr3",35930000,36040000,3
"chr3",36740000,36840000,3
"chr3",37520000,37630000,3
"chr3",37780000,37890000,3
"chr3",38120000,38220000,3
"chr3",38340000,38450000,3
"chr3",38520000,38620000,3
"chr3",38740000,38840000,3
"chr3",39360000,39470000,3
"chr3",40020000,40130000,3
"chr3",40470000,40570000,3
"chr3",41020000,41120000,3
"chr3",41250000,41350000,3
"chr3",41920000,42020000,3
"chr3",42080000,42180000,3
"chr3",42720000,42820000,3
"chr3",42890000,42990000,3
"chr3",43450000,43560000,3
"chr3",43840000,43940000,3
"chr3",44230000,44330000,3
"chr3",44370000,44480000,3
"chr3",44950000,45060000,3
"chr3",45050000,45150000,3
"chr3",46590000,46700000,3
"chr3",46690000,46790000,3
"chr3",47550000,47650000,3
"chr3",47920000,48020000,3
"chr3",48340000,48460000,3
"chr3",49450000,49550000,3
"chr3",49870000,49980000,3
"chr3",50410000,50520000,3
"chr3",50560000,50670000,3
"chr3",51130000,51230000,3
"chr3",51330000,51440000,3
"chr3",51660000,51760000,3
"chr3",52100000,52210000,3
"chr3",52820000,52920000,3
"chr3",52960000,53070000,3
"chr3",53280000,53390000,3
"chr3",53630000,53730000,3
"chr3",55280000,55380000,3
"chr3",55400000,55510000,3
"chr3",55650000,55750000,3
"chr3",55930000,56040000,3
"chr3",56030000,56150000,3
"chr3",57560000,57670000,3
"chr3",57810000,57920000,3
"chr3",58280000,58390000,3
"chr3",58380000,58480000,3
"chr3",58770000,58880000,3
"chr3",59820000,59920000,3
"chr3",60200000,60300000,3
"chr3",60900000,61010000,3
"chr3",61150000,61250000,3
"chr3",63270000,63370000,3
"chr3",63930000,64080000,3
"chr3",64250000,64390000,3
"chr3",64990000,65100000,3
"chr3",65280000,65380000,3
"chr3",66270000,66370000,3
"chr3",68070000,68170000,3
"chr3",68160000,68270000,3
"chr3",68480000,68590000,3
"chr3",68580000,68690000,3
"chr3",69150000,69250000,3
"chr3",69240000,69340000,3
"chr3",69380000,69490000,3
"chr3",70120000,70230000,3
"chr3",70700000,70800000,3
"chr3",70990000,71100000,3
"chr3",71220000,71320000,3
"chr3",71670000,71780000,3
"chr3",72370000,72470000,3
"chr3",72460000,72570000,3
"chr3",73120000,73230000,3
"chr3",73520000,73630000,3
"chr3",73700000,73800000,3
"chr3",74060000,74160000,3
"chr3",74620000,74720000,3
"chr3",74820000,74930000,3
"chr3",75630000,75730000,3
"chr3",75840000,75950000,3
"chr3",76180000,76290000,3
"chr3",76330000,76430000,3
"chr3",76420000,76530000,3
"chr3",77080000,77190000,3
"chr3",77180000,77290000,3
"chr3",77280000,77380000,3
"chr3",77450000,77550000,3
"chr3",77540000,77640000,3
"chr3",77820000,77930000,3
"chr3",77920000,78030000,3
"chr3",78200000,78310000,3
"chr3",78650000,78760000,3
"chr3",78800000,78910000,3
"chr3",79090000,79190000,3
"chr3",79240000,79350000,3
"chr3",79410000,79520000,3
"chr3",79790000,79900000,3
"chr3",81180000,81280000,3
"chr3",81420000,81520000,3
"chr3",81510000,81620000,3
"chr3",81720000,81820000,3
"chr3",81990000,82090000,3
"chr3",82380000,82480000,3
"chr3",82760000,82860000,3
"chr3",83830000,83940000,3
"chr3",84660000,84770000,3
"chr3",84880000,84990000,3
"chr3",85860000,85970000,3
"chr3",85960000,86060000,3
"chr3",86110000,86210000,3
"chr3",86250000,86350000,3
"chr3",86340000,86440000,3
"chr3",86430000,86530000,3
"chr3",86520000,86630000,3
"chr3",86660000,86760000,3
"chr3",88630000,88740000,3
"chr3",89140000,89250000,3
"chr3",89410000,89550000,3
"chr3",95320000,95420000,3
"chr3",95560000,95660000,3
"chr3",95900000,96000000,3
"chr3",96840000,96950000,3
"chr3",97630000,97740000,3
"chr3",97780000,97960000,3
"chr3",98330000,98430000,3
"chr3",99200000,99300000,3
"chr3",100410000,100520000,3
"chr3",101020000,101130000,3
"chr3",102220000,102320000,3
"chr3",102690000,102790000,3
"chr3",102980000,103090000,3
"chr3",103440000,103540000,3
"chr3",105210000,105310000,3
"chr3",105360000,105460000,3
"chr3",105450000,105550000,3
"chr3",106050000,106150000,3
"chr3",106270000,106370000,3
"chr3",106360000,106470000,3
"chr3",106620000,106730000,3
"chr3",106720000,106820000,3
"chr3",106810000,106910000,3
"chr3",107740000,107840000,3
"chr3",107830000,107940000,3
"chr3",108710000,108810000,3
"chr3",108800000,108910000,3
"chr3",109400000,109500000,3
"chr3",109550000,109660000,3
"chr3",109930000,110030000,3
"chr3",110270000,110390000,3
"chr3",110380000,110480000,3
"chr3",111070000,111170000,3
"chr3",111360000,111470000,3
"chr3",111530000,111630000,3
"chr3",111880000,111990000,3
"chr3",112050000,112160000,3
"chr3",112500000,112600000,3
"chr3",112720000,112820000,3
"chr3",113050000,113150000,3
"chr3",113730000,113830000,3
"chr3",114150000,114260000,3
"chr3",114390000,114490000,3
"chr3",115040000,115150000,3
"chr3",115550000,115660000,3
"chr3",117010000,117120000,3
"chr3",117370000,117470000,3
"chr3",117510000,117620000,3
"chr3",117610000,117720000,3
"chr3",117710000,117820000,3
"chr3",118370000,118470000,3
"chr3",118570000,118680000,3
"chr3",119240000,119340000,3
"chr3",119530000,119640000,3
"chr3",119880000,119980000,3
"chr3",120160000,120260000,3
"chr3",120590000,120700000,3
"chr3",120770000,120880000,3
"chr3",121190000,121300000,3
"chr3",121640000,121740000,3
"chr3",121730000,121840000,3
"chr3",121830000,121930000,3
"chr3",122120000,122220000,3
"chr3",122290000,122390000,3
"chr3",122380000,122490000,3
"chr3",122480000,122580000,3
"chr3",122640000,122740000,3
"chr3",123110000,123210000,3
"chr3",123770000,123870000,3
"chr3",124620000,124730000,3
"chr3",125720000,125820000,3
"chr3",125950000,126050000,3
"chr3",126410000,126510000,3
"chr3",127440000,127550000,3
"chr3",127810000,127910000,3
"chr3",127960000,128060000,3
"chr3",128290000,128400000,3
"chr3",129530000,129630000,3
"chr3",130320000,130430000,3
"chr3",131200000,131310000,3
"chr3",131450000,131560000,3
"chr3",131810000,131920000,3
"chr3",131910000,132020000,3
"chr3",132100000,132210000,3
"chr3",132200000,132300000,3
"chr3",132290000,132390000,3
"chr3",132830000,132930000,3
"chr3",133110000,133220000,3
"chr3",133520000,133620000,3
"chr3",133750000,133850000,3
"chr3",133840000,133940000,3
"chr3",133930000,134030000,3
"chr3",134320000,134430000,3
"chr3",134420000,134530000,3
"chr3",134520000,134620000,3
"chr3",134610000,134710000,3
"chr3",135460000,135560000,3
"chr3",135660000,135770000,3
"chr3",135760000,135860000,3
"chr3",136180000,136280000,3
"chr3",136270000,136380000,3
"chr3",136370000,136470000,3
"chr3",136460000,136560000,3
"chr3",138060000,138160000,3
"chr3",138220000,138330000,3
"chr3",139880000,139980000,3
"chr3",140030000,140140000,3
"chr3",140190000,140300000,3
"chr3",140360000,140460000,3
"chr3",140650000,140750000,3
"chr3",141890000,142000000,3
"chr3",143170000,143270000,3
"chr3",143550000,143650000,3
"chr3",143750000,143860000,3
"chr3",144270000,144370000,3
"chr3",145770000,145870000,3
"chr3",146480000,146590000,3
"chr3",147500000,147600000,3
"chr3",147670000,147770000,3
"chr3",148220000,148330000,3
"chr3",148320000,148420000,3
"chr3",148410000,148510000,3
"chr3",148500000,148600000,3
"chr3",148590000,148690000,3
"chr3",148680000,148790000,3
"chr3",149200000,149310000,3
"chr3",149300000,149410000,3
"chr3",150460000,150560000,3
"chr3",153490000,153600000,3
"chr3",154020000,154130000,3
"chr3",154170000,154270000,3
"chr3",154780000,154880000,3
"chr3",155050000,155150000,3
"chr3",155750000,155850000,3
"chr3",156050000,156160000,3
"chr3",156670000,156780000,3
"chr3",156850000,156960000,3
"chr3",157060000,157160000,3
"chr3",157200000,157300000,3
"chr3",157580000,157680000,3
"chr3",157830000,157930000,3
"chr3",157920000,158020000,3
"chr3",158350000,158450000,3
"chr3",159170000,159270000,3
"chr3",159430000,159530000,3
"chr3",159740000,159850000,3
"chr3",159900000,160000000,3
"chr3",160150000,160260000,3
"chr3",160480000,160580000,3
"chr3",161670000,161770000,3
"chr3",162220000,162330000,3
"chr3",162560000,162670000,3
"chr3",162730000,162840000,3
"chr3",162980000,163090000,3
"chr3",163200000,163300000,3
"chr3",163590000,163690000,3
"chr3",164210000,164310000,3
"chr3",164760000,164870000,3
"chr3",165180000,165290000,3
"chr3",165280000,165380000,3
"chr3",165400000,165500000,3
"chr3",165490000,165590000,3
"chr3",165600000,165700000,3
"chr3",165770000,165880000,3
"chr3",166150000,166260000,3
"chr3",166250000,166350000,3
"chr3",166810000,166920000,3
"chr3",166990000,167100000,3
"chr3",167090000,167190000,3
"chr3",167790000,167900000,3
"chr3",167970000,168080000,3
"chr3",168610000,168710000,3
"chr3",168890000,168990000,3
"chr3",169530000,169630000,3
"chr3",169690000,169800000,3
"chr3",170290000,170390000,3
"chr3",171080000,171180000,3
"chr3",171580000,171680000,3
"chr3",172880000,172990000,3
"chr3",173050000,173150000,3
"chr3",173330000,173430000,3
"chr3",173800000,173910000,3
"chr3",173900000,174000000,3
"chr3",173990000,174090000,3
"chr3",174080000,174180000,3
"chr3",174750000,174850000,3
"chr3",175110000,175220000,3
"chr3",175660000,175760000,3
"chr3",175890000,175990000,3
"chr3",176790000,176890000,3
"chr3",176960000,177060000,3
"chr3",177130000,177240000,3
"chr3",177230000,177330000,3
"chr3",178330000,178440000,3
"chr3",178750000,178860000,3
"chr3",178850000,178950000,3
"chr3",178940000,179040000,3
"chr3",179080000,179180000,3
"chr3",179170000,179270000,3
"chr3",179390000,179490000,3
"chr3",179780000,179890000,3
"chr3",179990000,180090000,3
"chr3",180220000,180330000,3
"chr3",180320000,180420000,3
"chr3",180480000,180590000,3
"chr3",181630000,181740000,3
"chr3",182150000,182260000,3
"chr3",182250000,182350000,3
"chr3",182340000,182440000,3
"chr3",182590000,182700000,3
"chr3",183090000,183200000,3
"chr3",183190000,183290000,3
"chr3",183520000,183630000,3
"chr3",183900000,184010000,3
"chr3",184240000,184350000,3
"chr3",184410000,184510000,3
"chr3",184560000,184670000,3
"chr3",185030000,185130000,3
"chr3",185380000,185480000,3
"chr3",185470000,185570000,3
"chr3",186840000,186950000,3
"chr3",186940000,187040000,3
"chr3",187030000,187130000,3
"chr3",187120000,187230000,3
"chr3",187590000,187690000,3
"chr3",188360000,188460000,3
"chr3",189510000,189610000,3
"chr3",189710000,189820000,3
"chr3",189810000,189910000,3
"chr3",189980000,190080000,3
"chr3",190130000,190230000,3
"chr3",190220000,190320000,3
"chr3",190310000,190410000,3
"chr3",190400000,190510000,3
"chr3",190850000,190950000,3
"chr3",191090000,191190000,3
"chr3",191180000,191280000,3
"chr3",192550000,192650000,3
"chr3",193040000,193140000,3
"chr3",193410000,193520000,3
"chr3",193890000,193990000,3
"chr3",194270000,194370000,3
"chr3",194360000,194460000,3
"chr3",194530000,194630000,3
"chr3",195630000,195730000,3
"chr3",195720000,195830000,3
"chr3",196340000,196450000,3
"chr3",196600000,196710000,3
"chr3",196780000,196880000,3
"chr3",197220000,197330000,3
"chr3",197400000,197510000,3
"chr3",197620000,197730000,3
"chr3",197790000,197890000,3
"chr3",198570000,198680000,3
"chr3",198800000,198910000,3
"chr3",198900000,199000000,3
"chr3",198990000,199100000,3
"chr3",199370000,199470000,3
"chr3",199750000,199850000,3
"chr3",201350000,201450000,3
"chr3",202380000,202480000,3
"chr3",203050000,203150000,3
"chr3",203970000,204070000,3
"chr3",204100000,204210000,3
"chr3",204270000,204370000,3
"chr3",204360000,204460000,3
"chr3",204640000,204750000,3
"chr3",205320000,205420000,3
"chr3",205410000,205510000,3
"chr3",205500000,205600000,3
"chr3",205730000,205830000,3
"chr3",205880000,205990000,3
"chr3",205980000,206080000,3
"chr3",207150000,207260000,3
"chr3",207250000,207350000,3
"chr3",208030000,208140000,3
"chr3",208400000,208500000,3
"chr3",208730000,208830000,3
"chr3",208820000,208920000,3
"chr3",209240000,209340000,3
"chr3",210190000,210300000,3
"chr3",211440000,211540000,3
"chr3",212170000,212270000,3
"chr3",212320000,212420000,3
"chr3",212600000,212710000,3
"chr3",212890000,213000000,3
"chr3",213130000,213230000,3
"chr3",213270000,213380000,3
"chr3",213550000,213660000,3
"chr3",214020000,214130000,3
"chr3",214310000,214410000,3
"chr3",214400000,214500000,3
"chr3",214550000,214660000,3
"chr3",214650000,214750000,3
"chr3",214820000,214930000,3
"chr3",215230000,215340000,3
"chr3",215800000,215900000,3
"chr3",216550000,216650000,3
"chr3",216700000,216800000,3
"chr3",217090000,217200000,3
"chr3",217190000,217290000,3
"chr3",217280000,217380000,3
"chr3",217710000,217820000,3
"chr3",218090000,218190000,3
"chr3",218220000,218330000,3
"chr3",218500000,218610000,3
"chr3",219030000,219140000,3
"chr3",219430000,219540000,3
"chr3",219930000,220030000,3
"chr3",220160000,220270000,3
"chr3",220580000,220680000,3
"chr3",221650000,221760000,3
"chr3",222200000,222300000,3
"chr3",222660000,222760000,3
"chr3",222830000,222930000,3
"chr3",223560000,223680000,3
"chr3",223980000,224090000,3
"chr3",224290000,224390000,3
"chr3",224380000,224490000,3
"chr3",224540000,224640000,3
"chr3",224830000,224930000,3
"chr3",225150000,225250000,3
"chr3",227200000,227300000,3
"chr3",227360000,227460000,3
"chr3",227670000,227770000,3
"chr3",227760000,227870000,3
"chr3",228640000,228740000,3
"chr3",229450000,229560000,3
"chr3",229800000,229910000,3
"chr3",230360000,230470000,3
"chr3",230930000,231030000,3
"chr3",231670000,231770000,3
"chr3",231760000,231860000,3
"chr3",232480000,232590000,3
"chr3",232700000,232800000,3
"chr3",232790000,232900000,3
"chr3",232890000,232990000,3
"chr3",233720000,233830000,3
"chr3",234490000,234590000,3
"chr3",235170000,235270000,3
"chr3",235330000,235430000,3
"chr3",235420000,235530000,3
"chr3",235520000,235620000,3
"chr3",235780000,235880000,3
"chr3",236020000,236120000,3
"chr3",236180000,236290000,3
"chr3",236410000,236510000,3
"chr3",236500000,236600000,3
"chr3",237230000,237330000,3
"chr3",237320000,237430000,3
"chr3",237850000,237950000,3
"chr3",238570000,238680000,3
"chr3",238780000,238880000,3
"chr3",239050000,239160000,3
"chr3",239540000,239640000,3
"chr3",239630000,239740000,3
"chr3",239950000,240060000,3
"chr3",240330000,240430000,3
"chr3",240490000,240600000,3
"chr3",240590000,240690000,3
"chr3",241700000,241800000,3
"chr3",242010000,242140000,3
"chr3",242180000,242310000,3
"chr3",242490000,242660000,3
"chr3",242700000,242810000,3
"chr3",242800000,243090000,3
