"chr","start","end","Level"
"chr3",300000,400000,3
"chr3",1850000,1950000,3
"chr3",2450000,2550000,3
"chr3",3060000,3160000,3
"chr3",3740000,3850000,3
"chr3",3840000,3940000,3
"chr3",4380000,4490000,3
"chr3",5070000,5180000,3
"chr3",5610000,5710000,3
"chr3",6390000,6490000,3
"chr3",6970000,7080000,3
"chr3",7390000,7500000,3
"chr3",7840000,7940000,3
"chr3",8270000,8370000,3
"chr3",8360000,8470000,3
"chr3",8460000,8560000,3
"chr3",8820000,8930000,3
"chr3",8920000,9020000,3
"chr3",9120000,9220000,3
"chr3",10080000,10190000,3
"chr3",10180000,10290000,3
"chr3",10600000,10710000,3
"chr3",10700000,10800000,3
"chr3",11420000,11530000,3
"chr3",11600000,11700000,3
"chr3",12030000,12130000,3
"chr3",13340000,13450000,3
"chr3",13830000,13940000,3
"chr3",14800000,14910000,3
"chr3",15140000,15250000,3
"chr3",16300000,16400000,3
"chr3",16640000,16740000,3
"chr3",16920000,17020000,3
"chr3",17080000,17180000,3
"chr3",17800000,17900000,3
"chr3",18370000,18480000,3
"chr3",18800000,18910000,3
"chr3",19820000,19930000,3
"chr3",20230000,20330000,3
"chr3",20720000,20820000,3
"chr3",22140000,22240000,3
"chr3",23370000,23480000,3
"chr3",23470000,23570000,3
"chr3",23710000,23810000,3
"chr3",24210000,24310000,3
"chr3",24310000,24420000,3
"chr3",24410000,24530000,3
"chr3",24520000,24650000,3
"chr3",24640000,24740000,3
"chr3",25820000,25920000,3
"chr3",26430000,26530000,3
"chr3",26570000,26680000,3
"chr3",26810000,26920000,3
"chr3",27640000,27740000,3
"chr3",28110000,28210000,3
"chr3",28500000,28610000,3
"chr3",29100000,29200000,3
"chr3",30050000,30160000,3
"chr3",30150000,30250000,3
"chr3",30730000,30840000,3
"chr3",31650000,31760000,3
"chr3",31750000,31860000,3
"chr3",31920000,32030000,3
"chr3",32200000,32300000,3
"chr3",32540000,32640000,3
"chr3",32630000,32730000,3
"chr3",32720000,32830000,3
"chr3",32890000,32990000,3
"chr3",33280000,33390000,3
"chr3",33480000,33590000,3
"chr3",33580000,33690000,3
"chr3",34780000,34890000,3
"chr3",34990000,35090000,3
"chr3",35560000,35660000,3
