"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1",6,140000,260000,1
"2",6,260000,380000,1
"3",6,380000,440000,1
"4",6,440000,500000,1
"5",6,500000,560000,1
"6",6,600000,710000,1
"7",6,710000,800000,1
"8",6,800000,910000,1
"9",6,910000,1060000,1
"10",6,1060000,1160000,1
"11",6,1160000,1310000,1
"12",6,1310000,1470000,1
"13",6,1470000,1600000,1
"14",6,1610000,1720000,1
"15",6,1720000,1790000,1
"16",6,1790000,1890000,1
"17",6,1890000,1990000,1
"18",6,1990000,2100000,1
"19",6,2100000,2220000,1
"20",6,2220000,2350000,1
"21",6,2350000,2450000,1
"22",6,2450000,2580000,1
"23",6,2580000,2760000,1
"24",6,2790000,2850000,1
"25",6,2850000,2940000,1
"26",6,2940000,3070000,1
"27",6,3070000,3260000,1
"28",6,3260000,3400000,1
"29",6,3400000,3530000,1
"30",6,3530000,3740000,1
"31",6,3740000,3850000,1
"32",6,3850000,4020000,1
"33",6,4020000,4210000,1
"34",6,4210000,4320000,1
"35",6,4320000,4450000,1
"36",6,4450000,4600000,1
"37",6,4600000,4760000,1
"38",6,4760000,4960000,1
"39",6,4960000,5030000,1
"40",6,5030000,5130000,1
"41",6,5130000,5260000,1
"42",6,5260000,5380000,1
"43",6,5380000,5460000,1
"44",6,5460000,5610000,1
"45",6,5610000,5750000,1
"46",6,5750000,5850000,1
"47",6,5850000,5920000,1
"48",6,5920000,5990000,1
"49",6,5990000,6060000,1
"50",6,6060000,6170000,1
"51",6,6170000,6270000,1
"52",6,6270000,6340000,1
"53",6,6340000,6490000,1
"54",6,6490000,6670000,1
"55",6,6670000,6760000,1
"56",6,6760000,6860000,1
"57",6,6860000,7000000,1
"58",6,7000000,7110000,1
"59",6,7110000,7250000,1
"60",6,7250000,7390000,1
"61",6,7390000,7590000,1
"62",6,7620000,7720000,1
"63",6,7720000,7890000,1
"64",6,7890000,8040000,1
"65",6,8040000,8200000,1
"66",6,8200000,8380000,1
"67",6,8380000,8540000,1
"68",6,8540000,8690000,1
"69",6,8690000,8800000,1
"70",6,8800000,8910000,1
"71",6,8910000,8980000,1
"72",6,8980000,9090000,1
"73",6,9090000,9240000,1
"74",6,9240000,9380000,1
"75",6,9380000,9550000,1
"76",6,9590000,9660000,1
"77",6,9660000,9720000,1
"78",6,9720000,9890000,1
"79",6,9890000,10020000,1
"80",6,10020000,10150000,1
"81",6,10150000,10310000,1
"82",6,10310000,10450000,1
"83",6,10450000,10530000,1
"84",6,10530000,10690000,1
"85",6,10690000,10840000,1
"86",6,10840000,10940000,1
"87",6,10940000,11090000,1
"88",6,11090000,11150000,1
"89",6,11150000,11260000,1
"90",6,11260000,11420000,1
"91",6,11420000,11500000,1
"92",6,11500000,11580000,1
"93",6,11580000,11650000,1
"94",6,11650000,11700000,1
"95",6,11700000,11830000,1
"96",6,11830000,12010000,1
"97",6,12010000,12140000,1
"98",6,12140000,12290000,1
"99",6,12290000,12420000,1
"100",6,12420000,12530000,1
"101",6,12530000,12610000,1
"102",6,12610000,12670000,1
"103",6,12670000,12760000,1
"104",6,12760000,12890000,1
"105",6,12890000,13030000,1
"106",6,13030000,13180000,1
"107",6,13180000,13330000,1
"108",6,13330000,13490000,1
"109",6,13490000,13610000,1
"110",6,13610000,13790000,1
"111",6,13790000,13900000,1
"112",6,13900000,14070000,1
"113",6,14070000,14140000,1
"114",6,14140000,14210000,1
"115",6,14210000,14320000,1
"116",6,14320000,14480000,1
"117",6,14520000,14660000,1
"118",6,14660000,14780000,1
"119",6,14780000,14870000,1
"120",6,14870000,15030000,1
"121",6,15030000,15250000,1
"122",6,15250000,15400000,1
"123",6,15400000,15500000,1
"124",6,15500000,15650000,1
"125",6,15650000,15760000,1
"126",6,15760000,15870000,1
"127",6,15870000,15950000,1
"128",6,15950000,16130000,1
"129",6,16130000,16240000,1
"130",6,16240000,16320000,1
"131",6,16320000,16460000,1
"132",6,16460000,16580000,1
"133",6,16580000,16770000,1
"134",6,16770000,16970000,1
"135",6,16970000,17130000,1
"136",6,17130000,17220000,1
"137",6,17220000,17280000,1
"138",6,17280000,17390000,1
"139",6,17390000,17600000,1
"140",6,17600000,17710000,1
"141",6,17710000,17780000,1
"142",6,17780000,17850000,1
"143",6,17850000,17990000,1
"144",6,17990000,18150000,1
"145",6,18150000,18260000,1
"146",6,18270000,18550000,1
"147",6,18550000,18660000,1
"148",6,18660000,18800000,1
"149",6,18800000,18940000,1
"150",6,18940000,19050000,1
"151",6,19050000,19180000,1
"152",6,19180000,19280000,1
"153",6,19280000,19420000,1
"154",6,19420000,19570000,1
"155",6,19570000,19710000,1
"156",6,19710000,19850000,1
"157",6,19850000,20030000,1
"158",6,20030000,20120000,1
"159",6,20120000,20240000,1
"160",6,20240000,20410000,1
"161",6,20410000,20540000,1
"162",6,20540000,20630000,1
"163",6,20630000,20780000,1
"164",6,20780000,20880000,1
"165",6,20880000,21060000,1
"166",6,21060000,21220000,1
"167",6,21220000,21360000,1
"168",6,21360000,21590000,1
"169",6,21590000,21750000,1
"170",6,21750000,21950000,1
"171",6,21950000,22070000,1
"172",6,22070000,22200000,1
"173",6,22200000,22310000,1
"174",6,22310000,22460000,1
"175",6,22460000,22570000,1
"176",6,22570000,22690000,1
"177",6,22690000,22820000,1
"178",6,22820000,22970000,1
"179",6,22970000,23080000,1
"180",6,23080000,23250000,1
"181",6,23250000,23410000,1
"182",6,23410000,23520000,1
"183",6,23520000,23620000,1
"184",6,23620000,23760000,1
"185",6,23760000,23880000,1
"186",6,23880000,23940000,1
"187",6,23940000,24050000,1
"188",6,24050000,24210000,1
"189",6,24210000,24400000,1
"190",6,24400000,24550000,1
"191",6,24550000,24720000,1
"192",6,24720000,24790000,1
"193",6,24790000,24850000,1
"194",6,24860000,25180000,1
"195",6,25180000,25260000,1
"196",6,25260000,25370000,1
"197",6,25370000,25490000,1
"198",6,25490000,25620000,1
"199",6,25620000,25750000,1
"200",6,25750000,25880000,1
"201",6,25880000,25960000,1
"202",6,25960000,26020000,1
"203",6,26020000,26160000,1
"204",6,26160000,26290000,1
"205",6,26300000,26620000,1
"206",6,26620000,26770000,1
"207",6,26790000,26900000,1
"208",6,26910000,27160000,1
"209",6,27160000,27290000,1
"210",6,27290000,27440000,1
"211",6,27440000,27580000,1
"212",6,27580000,27760000,1
"213",6,27760000,27870000,1
"214",6,27870000,28040000,1
"215",6,28040000,28190000,1
"216",6,28190000,28330000,1
"217",6,28330000,28480000,1
"218",6,28480000,28660000,1
"219",6,28660000,28830000,1
"220",6,28830000,28990000,1
"221",6,28990000,29090000,1
"222",6,29090000,29240000,1
"223",6,29240000,29340000,1
"224",6,29340000,29560000,1
"225",6,29560000,29620000,1
"226",6,29620000,29820000,1
"227",6,29820000,29980000,1
"228",6,29980000,30140000,1
"229",6,30140000,30190000,1
"230",6,30190000,30330000,1
"231",6,30330000,30450000,1
"232",6,30450000,30580000,1
"233",6,30580000,30690000,1
"234",6,30690000,30780000,1
"235",6,30780000,30890000,1
"236",6,30890000,31060000,1
"237",6,31060000,31170000,1
"238",6,31170000,31360000,1
"239",6,31360000,31460000,1
"240",6,31460000,31620000,1
"241",6,31620000,31810000,1
"242",6,31810000,31980000,1
"243",6,32040000,32180000,1
"244",6,32180000,32380000,1
"245",6,32380000,32560000,1
"246",6,32560000,32670000,1
"247",6,32670000,32790000,1
"248",6,32790000,32970000,1
"249",6,32970000,33060000,1
"250",6,33060000,33220000,1
"251",6,33220000,33390000,1
"252",6,33390000,33540000,1
"253",6,33540000,33680000,1
"254",6,33690000,34130000,1
"255",6,34130000,34220000,1
"256",6,34220000,34380000,1
"257",6,34390000,34620000,1
"258",6,34620000,34760000,1
"259",6,34760000,34820000,1
"260",6,34820000,34890000,1
"261",6,34890000,34950000,1
"262",6,34950000,35110000,1
"263",6,35110000,35230000,1
"264",6,35230000,35420000,1
"265",6,35420000,35470000,1
"266",6,35470000,35540000,1
"267",6,35540000,35700000,1
"268",6,35710000,35840000,1
"269",6,35840000,35950000,1
"270",6,35950000,36090000,1
"271",6,36090000,36260000,1
"272",6,36260000,36330000,1
"273",6,36330000,36410000,1
"274",6,36410000,36530000,1
"275",6,36540000,36730000,1
"276",6,36730000,36850000,1
"277",6,36850000,36990000,1
"278",6,36990000,37190000,1
"279",6,37190000,37280000,1
"280",6,37280000,37400000,1
"281",6,37400000,37460000,1
"282",6,37460000,37660000,1
"283",6,37660000,37790000,1
"284",6,37790000,37860000,1
"285",6,37860000,38010000,1
"286",6,38010000,38130000,1
"287",6,38130000,38250000,1
"288",6,38250000,38360000,1
"289",6,38360000,38470000,1
"290",6,38470000,38670000,1
"291",6,38670000,38780000,1
"292",6,38780000,38930000,1
"293",6,38930000,39130000,1
"294",6,39130000,39310000,1
"295",6,39310000,39450000,1
"296",6,39450000,39590000,1
"297",6,39590000,39690000,1
"298",6,39690000,39790000,1
"299",6,39790000,39870000,1
"300",6,39870000,39980000,1
"301",6,39980000,40050000,1
