"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1",4,10000,70000,1
"2",4,70000,180000,1
"3",4,180000,330000,1
"4",4,330000,440000,1
"5",4,440000,530000,1
"6",4,530000,670000,1
"7",4,670000,780000,1
"8",4,780000,920000,1
"9",4,920000,1020000,1
"10",4,1020000,1190000,1
"11",4,1190000,1340000,1
"12",4,1360000,1490000,1
"13",4,1490000,1580000,1
"14",4,1580000,1680000,1
"15",4,1680000,1750000,1
"16",4,1750000,1830000,1
"17",4,1830000,1940000,1
"18",4,1940000,2010000,1
"19",4,2010000,2190000,1
"20",4,2190000,2390000,1
"21",4,2390000,2460000,1
"22",4,2460000,2520000,1
"23",4,2520000,2670000,1
"24",4,2670000,2820000,1
"25",4,2820000,2960000,1
"26",4,2960000,3080000,1
"27",4,3080000,3200000,1
"28",4,3200000,3330000,1
"29",4,3330000,3470000,1
"30",4,3470000,3530000,1
"31",4,3530000,3650000,1
"32",4,3650000,3780000,1
"33",4,3780000,3960000,1
"34",4,4000000,4060000,1
"35",4,4060000,4120000,1
"36",4,4120000,4250000,1
"37",4,4250000,4340000,1
"38",4,4340000,4430000,1
"39",4,4430000,4550000,1
"40",4,4550000,4680000,1
"41",4,4680000,4760000,1
"42",4,4760000,4840000,1
"43",4,4840000,5000000,1
"44",4,5000000,5130000,1
"45",4,5130000,5230000,1
"46",4,5230000,5390000,1
"47",4,5390000,5540000,1
"48",4,5550000,5800000,1
"49",4,5800000,5910000,1
"50",4,5910000,6050000,1
"51",4,6050000,6230000,1
"52",4,6230000,6340000,1
"53",4,6340000,6470000,1
"54",4,6470000,6570000,1
"55",4,6570000,6720000,1
"56",4,6720000,6910000,1
"57",4,6910000,7080000,1
"58",4,7080000,7180000,1
"59",4,7180000,7330000,1
"60",4,7330000,7400000,1
"61",4,7400000,7510000,1
"62",4,7510000,7630000,1
"63",4,7630000,7750000,1
"64",4,7750000,7800000,1
"65",4,7800000,7990000,1
"66",4,7990000,8160000,1
"67",4,8160000,8250000,1
"68",4,8250000,8410000,1
"69",4,8410000,8600000,1
"70",4,8600000,8710000,1
"71",4,8720000,8920000,1
"72",4,8930000,9160000,1
"73",4,9370000,9460000,1
"74",4,9480000,9660000,1
"75",4,9660000,9760000,1
"76",4,9760000,9870000,1
"77",4,9870000,9930000,1
"78",4,9930000,10010000,1
"79",4,10010000,10160000,1
"80",4,10160000,10290000,1
"81",4,10290000,10410000,1
"82",4,10410000,10550000,1
"83",4,10550000,10630000,1
"84",4,10630000,10720000,1
"85",4,10720000,10850000,1
"86",4,10850000,10990000,1
"87",4,10990000,11070000,1
"88",4,11070000,11230000,1
"89",4,11230000,11350000,1
"90",4,11350000,11430000,1
"91",4,11430000,11630000,1
"92",4,11630000,11750000,1
"93",4,11750000,11880000,1
"94",4,11880000,11990000,1
"95",4,11990000,12070000,1
"96",4,12070000,12130000,1
"97",4,12130000,12200000,1
"98",4,12200000,12360000,1
"99",4,12360000,12490000,1
"100",4,12490000,12640000,1
"101",4,12640000,12720000,1
"102",4,12720000,12860000,1
"103",4,12860000,13010000,1
"104",4,13010000,13130000,1
"105",4,13130000,13230000,1
"106",4,13230000,13390000,1
"107",4,13390000,13560000,1
"108",4,13560000,13660000,1
"109",4,13660000,13800000,1
"110",4,13800000,13920000,1
"111",4,13920000,13990000,1
"112",4,13990000,14150000,1
"113",4,14150000,14310000,1
"114",4,14310000,14410000,1
"115",4,14410000,14540000,1
"116",4,14540000,14730000,1
"117",4,14730000,14860000,1
"118",4,14860000,15000000,1
"119",4,15000000,15180000,1
"120",4,15180000,15320000,1
"121",4,15320000,15430000,1
"122",4,15470000,15580000,1
"123",4,15580000,15700000,1
"124",4,15700000,15800000,1
"125",4,15810000,15890000,1
"126",4,15890000,15980000,1
"127",4,16020000,16170000,1
"128",4,16170000,16280000,1
"129",4,16280000,16360000,1
"130",4,16360000,16440000,1
"131",4,16440000,16560000,1
"132",4,16560000,16710000,1
"133",4,16710000,16830000,1
"134",4,16830000,16950000,1
"135",4,16950000,17060000,1
"136",4,17060000,17170000,1
"137",4,17170000,17340000,1
"138",4,17340000,17490000,1
"139",4,17490000,17650000,1
"140",4,17650000,17810000,1
"141",4,17810000,17960000,1
"142",4,17960000,18020000,1
"143",4,18020000,18150000,1
"144",4,18150000,18280000,1
"145",4,18280000,18410000,1
"146",4,18410000,18610000,1
"147",4,18610000,18720000,1
"148",4,18720000,18850000,1
"149",4,18850000,18950000,1
"150",4,18950000,19020000,1
"151",4,19020000,19160000,1
"152",4,19160000,19220000,1
"153",4,19220000,19360000,1
"154",4,19360000,19520000,1
"155",4,19520000,19620000,1
"156",4,19620000,19770000,1
"157",4,19770000,19920000,1
"158",4,19920000,20080000,1
"159",4,20080000,20260000,1
"160",4,20260000,20390000,1
"161",4,20390000,20540000,1
"162",4,20540000,20700000,1
"163",4,20700000,20780000,1
"164",4,20780000,20890000,1
"165",4,20890000,20950000,1
"166",4,20950000,21120000,1
"167",4,21120000,21260000,1
"168",4,21260000,21420000,1
"169",4,21420000,21510000,1
"170",4,21510000,21620000,1
"171",4,21620000,21760000,1
"172",4,21760000,21890000,1
"173",4,21890000,22070000,1
"174",4,22070000,22150000,1
"175",4,22150000,22250000,1
"176",4,22250000,22390000,1
"177",4,22420000,22500000,1
"178",4,22500000,22570000,1
"179",4,22570000,22720000,1
"180",4,22720000,22870000,1
"181",4,22870000,23020000,1
"182",4,23020000,23120000,1
"183",4,23120000,23250000,1
"184",4,23250000,23390000,1
"185",4,23390000,23530000,1
"186",4,23530000,23670000,1
"187",4,23670000,23770000,1
"188",4,23770000,23860000,1
"189",4,23860000,23950000,1
"190",4,23950000,24090000,1
"191",4,24090000,24210000,1
"192",4,24210000,24350000,1
"193",4,24350000,24460000,1
"194",4,24460000,24510000,1
"195",4,24510000,24590000,1
"196",4,24590000,24700000,1
"197",4,24700000,24820000,1
"198",4,24820000,24970000,1
"199",4,24970000,25150000,1
"200",4,25150000,25320000,1
"201",4,25320000,25420000,1
"202",4,25430000,25770000,1
"203",4,25770000,25920000,1
"204",4,25920000,26020000,1
"205",4,26020000,26080000,1
"206",4,26080000,26170000,1
"207",4,26170000,26320000,1
"208",4,26320000,26440000,1
"209",4,26440000,26580000,1
"210",4,26580000,26720000,1
"211",4,26720000,26860000,1
"212",4,26860000,27030000,1
"213",4,27030000,27190000,1
"214",4,27190000,27350000,1
"215",4,27350000,27490000,1
"216",4,27490000,27640000,1
"217",4,27640000,27750000,1
"218",4,27750000,27810000,1
"219",4,27810000,27930000,1
"220",4,27930000,28040000,1
"221",4,28040000,28200000,1
"222",4,28200000,28330000,1
"223",4,28330000,28450000,1
"224",4,28450000,28580000,1
"225",4,28580000,28690000,1
"226",4,28690000,28830000,1
"227",4,28830000,28980000,1
"228",4,28980000,29100000,1
"229",4,29100000,29220000,1
"230",4,29220000,29370000,1
"231",4,29370000,29500000,1
"232",4,29500000,29610000,1
"233",4,29610000,29750000,1
"234",4,29750000,29870000,1
"235",4,29870000,30010000,1
"236",4,30010000,30170000,1
"237",4,30170000,30280000,1
"238",4,30280000,30360000,1
"239",4,30360000,30430000,1
"240",4,30430000,30490000,1
"241",4,30490000,30570000,1
"242",4,30570000,30710000,1
"243",4,30710000,30840000,1
"244",4,30840000,30980000,1
"245",4,30980000,31050000,1
"246",4,31050000,31190000,1
"247",4,31190000,31340000,1
"248",4,31340000,31460000,1
"249",4,31460000,31580000,1
"250",4,31580000,31680000,1
"251",4,31690000,31820000,1
"252",4,31830000,31970000,1
"253",4,31970000,32100000,1
"254",4,32100000,32240000,1
"255",4,32240000,32390000,1
"256",4,32390000,32520000,1
"257",4,32520000,32660000,1
"258",4,32660000,32800000,1
"259",4,32800000,32940000,1
"260",4,32940000,33090000,1
"261",4,33090000,33210000,1
"262",4,33210000,33320000,1
"263",4,33320000,33470000,1
"264",4,33470000,33590000,1
"265",4,33590000,33690000,1
"266",4,33690000,33760000,1
"267",4,33760000,33930000,1
"268",4,33930000,34060000,1
"269",4,34060000,34200000,1
"270",4,34200000,34320000,1
"271",4,34320000,34430000,1
"272",4,34430000,34510000,1
"273",4,34510000,34580000,1
"274",4,34580000,34740000,1
"275",4,34740000,34840000,1
"276",4,34840000,34960000,1
"277",4,34960000,35090000,1
"278",4,35090000,35200000,1
"279",4,35200000,35330000,1
"280",4,35330000,35480000,1
"281",4,35480000,35630000,1
"282",4,35630000,35730000,1
"283",4,35730000,35890000,1
"284",4,35890000,35970000,1
"285",4,35970000,36130000,1
"286",4,36130000,36250000,1
"287",4,36250000,36400000,1
"288",4,36400000,36550000,1
"289",4,36550000,36690000,1
"290",4,36690000,36810000,1
"291",4,36810000,36940000,1
"292",4,36940000,37040000,1
"293",4,37040000,37170000,1
"294",4,37170000,37390000,1
"295",4,37390000,37590000,1
"296",4,37590000,37700000,1
"297",4,37700000,37830000,1
"298",4,37830000,38040000,1
"299",4,38040000,38180000,1
"300",4,38180000,38320000,1
"301",4,38320000,38490000,1
"302",4,38490000,38670000,1
"303",4,38670000,38760000,1
"304",4,38760000,38870000,1
"305",4,38870000,38950000,1
"306",4,38950000,39140000,1
"307",4,39140000,39290000,1
"308",4,39290000,39460000,1
"309",4,39460000,39520000,1
"310",4,39520000,39640000,1
"311",4,39640000,39700000,1
"312",4,39700000,39790000,1
"313",4,39790000,39980000,1
"314",4,39980000,40060000,1
"315",4,40060000,40120000,1
"316",4,40120000,40310000,1
"317",4,40310000,40460000,1
"318",4,40460000,40630000,1
"319",4,40630000,40730000,1
"320",4,40730000,40910000,1
"321",4,40910000,41020000,1
"322",4,41020000,41210000,1
"323",4,41210000,41280000,1
"324",4,41280000,41400000,1
"325",4,41400000,41510000,1
"326",4,41510000,41670000,1
"327",4,41710000,41840000,1
"328",4,41840000,42000000,1
"329",4,42000000,42110000,1
"330",4,42110000,42280000,1
"331",4,42280000,42370000,1
"332",4,42370000,42540000,1
"333",4,42540000,42680000,1
"334",4,42680000,42830000,1
"335",4,42830000,42980000,1
"336",4,42980000,43130000,1
"337",4,43130000,43240000,1
"338",4,43240000,43410000,1
"339",4,43410000,43510000,1
"340",4,43510000,43670000,1
"341",4,43670000,43800000,1
"342",4,43800000,43950000,1
"343",4,43950000,44090000,1
"344",4,44090000,44200000,1
"345",4,44200000,44340000,1
"346",4,44340000,44450000,1
"347",4,44450000,44640000,1
"348",4,44640000,44730000,1
"349",4,44730000,44880000,1
"350",4,44880000,45010000,1
"351",4,45010000,45160000,1
"352",4,45160000,45300000,1
"353",4,45300000,45440000,1
"354",4,45440000,45580000,1
"355",4,45580000,45730000,1
"356",4,45730000,45850000,1
"357",4,45850000,45960000,1
"358",4,45960000,46120000,1
"359",4,46120000,46260000,1
"360",4,46260000,46400000,1
"361",4,46400000,46530000,1
"362",4,46530000,46700000,1
"363",4,46700000,46820000,1
"364",4,46820000,46950000,1
"365",4,46950000,47090000,1
"366",4,47090000,47230000,1
"367",4,47230000,47380000,1
"368",4,47380000,47570000,1
"369",4,47570000,47670000,1
"370",4,47670000,47840000,1
"371",4,47840000,47940000,1
"372",4,47940000,48090000,1
"373",4,48090000,48290000,1
"374",4,48290000,48450000,1
"375",4,48450000,48580000,1
"376",4,48580000,48720000,1
"377",4,48730000,48970000,1
"378",4,48970000,49110000,1
"379",4,49140000,49210000,1
"380",4,49210000,49280000,1
